year,bcg_mtrnoint,tic,sic
1989,0.082537807,2711B,5140
1986,0.404560757,AEP3,4911
1987,0.360730921,AEP3,4911
1988,0.330022549,AEP3,4911
1989,0.319002682,AEP3,4911
1990,0.320604577,AEP3,4911
1991,0.32727485,AEP3,4911
1992,0.306,AEP3,4911
1993,0.3342,AEP3,4911
1994,0.326311844,AEP3,4911
1995,0.315613186,AEP3,4911
1996,0.321037829,AEP3,4911
1997,0.311907382,AEP3,4911
1998,0.306925829,AEP3,4911
1999,0.286013746,AEP3,4911
2000,0.317115115,AEP3,4911
1986,0.444824995,KINN,6211
1987,0.3,KINN,6211
1988,0.268209048,KINN,6211
1989,0.46,KINN,6211
1990,0.238201595,KINN,6211
1991,0.324123512,KINN,6211
1992,0.314646654,KINN,6211
1993,0.339454024,KINN,6211
1994,0.34,KINN,6211
1995,0.334724021,KINN,6211
1996,0.340464396,KINN,6211
1997,0.287029112,KINN,6211
1998,0.35,KINN,6211
1999,0.309923319,KINN,6211
1986,0.149786625,KEX,4400
1987,0.247097463,KEX,4400
1988,0.34,KEX,4400
1989,0.34,KEX,4400
1990,0.321435737,KEX,4400
1991,0.327507369,KEX,4400
1992,0.316784664,KEX,4400
1993,0.347772247,KEX,4400
1994,0.340104653,KEX,4400
1995,0.345532402,KEX,4400
1996,0.35,KEX,4400
1997,0.33033441,KEX,4400
1998,0.35,KEX,4400
1999,0.35,KEX,4400
2000,0.34632565,KEX,4400
2000,0.15120456,NESS,1311
1986,0.369075185,KTMC,3790
1987,0.419430497,KTMC,3790
1988,0.367524233,KTMC,3790
1989,0.317415103,KTMC,3790
1990,0.281081848,KTMC,3790
1991,0.289979468,KTMC,3790
1992,0.34,KTMC,3790
1993,0.253109415,KTMC,3790
1994,0.305773879,KTMC,3790
1995,0.278890175,KTMC,3790
1996,0.278829788,KTMC,3790
1997,0.231890385,KTMC,3790
1998,0.34,KTMC,3790
1999,0.234846505,KTMC,3790
2000,0.220595582,KTMC,3790
1986,0.265054512,CLYW,3663
1987,0.141972231,CLYW,3663
1988,0.135664094,CLYW,3663
1989,0.12787383,CLYW,3663
1990,0.115768932,CLYW,3663
1991,0.108532057,CLYW,3663
1992,0.154394239,CLYW,3663
1993,0.131076647,CLYW,3663
1994,0.112718255,CLYW,3663
1995,0.080408913,CLYW,3663
1986,0.456171902,KLRT,2300
1987,0.425763605,KLRT,2300
1988,0.383808292,KLRT,2300
1989,0.305975998,KLRT,2300
1990,0.328903011,KLRT,2300
1991,0.317331127,KLRT,2300
1992,0.307902411,KLRT,2300
1993,0.323971439,KLRT,2300
1994,0.315911695,KLRT,2300
1995,0.322225838,KLRT,2300
1996,0.336532381,KLRT,2300
1986,0.098296027,KLOS,3651
1986,0.449719661,KNAP,2540
1987,0.432791577,KNAP,2540
1988,0.395628087,KNAP,2540
1989,0.328868289,KNAP,2540
1990,0.327895026,KNAP,2540
1991,0.316887747,KNAP,2540
1992,0.330974562,KNAP,2540
1993,0.34,KNAP,2540
1994,0.342309206,KNAP,2540
1995,0.346154246,KNAP,2540
1996,0.329557518,KNAP,2540
1997,0.366281669,KNAP,2540
1998,0.34,KNAP,2540
1999,0.34044754,KNAP,2540
2000,0.344003801,KNAP,2540
1986,0.344943397,1607B,6513
1987,0.355700254,1607B,6513
1988,0.277494698,1607B,6513
1989,0.298268803,1607B,6513
1990,0.309221164,1607B,6513
1991,0.300475538,1607B,6513
1992,0.297302616,1607B,6513
1993,0.251047607,1607B,6513
1994,0.252065177,1607B,6513
1995,0.269469054,1607B,6513
1996,0.281876619,1607B,6513
1997,0.292800291,1607B,6513
1998,0.290436309,1607B,6513
1999,0.297380602,1607B,6513
2000,0.285695131,1607B,6513
1986,0.46,KRI,2711
1987,0.4,KRI,2711
1988,0.34,KRI,2711
1989,0.34,KRI,2711
1990,0.34,KRI,2711
1991,0.34,KRI,2711
1992,0.339539735,KRI,2711
1993,0.35,KRI,2711
1994,0.35,KRI,2711
1995,0.35,KRI,2711
1996,0.35,KRI,2711
1997,0.35,KRI,2711
1998,0.35,KRI,2711
1999,0.35,KRI,2711
2000,0.35,KRI,2711
1986,0.451388341,KNO.1,3669
1987,0.379208814,KNO.1,3669
1988,0.32401174,KNO.1,3669
1989,0.309853554,KNO.1,3669
1990,0.327093192,KNO.1,3669
1991,0.262265089,KNO.1,3669
1992,0.321757982,KNO.1,3669
1993,0.323443178,KNO.1,3669
1986,0.437036207,5864A,2520
1987,0.394307225,5864A,2520
1988,0.330931127,5864A,2520
1986,0.4544,2387B,3714
1987,0.366954313,2387B,3714
1988,0.46,2387B,3714
1989,0.46,2387B,3714
1990,0.3,2387B,3714
1991,0.30580337,2387B,3714
1992,0.318004434,2387B,3714
1993,0.27102497,2387B,3714
1994,0.297085714,2387B,3714
1995,0.259861622,2387B,3714
1996,0.282825993,2387B,3714
1997,0.273439426,2387B,3714
1998,0.250571792,2387B,3714
1999,0.263759287,2387B,3714
2000,0.27728528,2387B,3714
1986,0.113483316,KOEN,3713
1986,0.420963245,KOG1,6512
1987,0.366109558,KOG1,6512
1988,0.336430631,KOG1,6512
1989,0.331950826,KOG1,6512
1986,0.451700151,KOG.1,6512
1987,0.377833468,KOG.1,6512
1988,0.3332,KOG.1,6512
1989,0.34,KOG.1,6512
1990,0.3332,KOG.1,6512
1991,0.18825921,KOG.1,6512
1992,0.324955538,KOG.1,6512
1986,0.46,KOL.1,3621
1987,0.37272027,KOL.1,3621
1988,0.335979657,KOL.1,3621
1989,0.32904465,KOL.1,3621
1990,0.338710558,KOL.1,3621
1991,0.306,KOL.1,3621
1992,0.3332,KOL.1,3621
1993,0.325213762,KOL.1,3621
1994,0.323952101,KOL.1,3621
1995,0.343215725,KOL.1,3621
1996,0.346711804,KOL.1,3621
1997,0.3426,KOL.1,3621
1998,0.337920919,KOL.1,3621
1999,0.35,KOL.1,3621
1986,0.46,KOP.1,1400
1987,0.39098751,KOP.1,1400
1986,0.4416,KOSS,3651
1987,0.42741861,KOSS,3651
1988,0.369097889,KOSS,3651
1989,0.316200419,KOSS,3651
1990,0.295599544,KOSS,3651
1991,0.280281692,KOSS,3651
1992,0.295167393,KOSS,3651
1993,0.321553485,KOSS,3651
1994,0.312378145,KOSS,3651
1995,0.30307312,KOSS,3651
1996,0.310835912,KOSS,3651
1997,0.309,KOSS,3651
1998,0.324867975,KOSS,3651
1999,0.308714721,KOSS,3651
2000,0.312660425,KOSS,3651
1986,0.429151735,KRSL,3724
1987,0.405124375,KRSL,3724
1988,0.329510923,KRSL,3724
1989,0.301751503,KRSL,3724
1990,0.290253798,KRSL,3724
1991,0.291962585,KRSL,3724
1992,0.34,KRSL,3724
1993,0.34,KRSL,3724
1994,0.160381948,KRSL,3724
1995,0.13241871,KRSL,3724
1996,0.145450064,KRSL,3724
1997,0.146299077,KRSL,3724
1998,0.170902114,KRSL,3724
1999,0.286542189,KRSL,3724
2000,0.287157122,KRSL,3724
1986,0.432665771,3KRLZE,5122
1987,0.381582771,3KRLZE,5122
1988,0.326567726,3KRLZE,5122
1989,0.291727243,3KRLZE,5122
1990,0.235193423,3KRLZE,5122
1991,0.39,3KRLZE,5122
1992,0.13119346,3KRLZE,5122
1993,0.207249707,3KRLZE,5122
1986,0.459119016,KR,5411
1987,0.4,KR,5411
1988,0.34,KR,5411
1989,0.34,KR,5411
1990,0.339452874,KR,5411
1991,0.3332,KR,5411
1992,0.34,KR,5411
1993,0.343,KR,5411
1994,0.343,KR,5411
1995,0.35,KR,5411
1996,0.349540222,KR,5411
1997,0.34955922,KR,5411
1998,0.35,KR,5411
1999,0.343,KR,5411
2000,0.348864048,KR,5411
1986,0.434459044,KRUE,2750
1987,0.399270744,KRUE,2750
1988,0.327916282,KRUE,2750
1986,0.46,KUH,3510
1987,0.46,KUH,3510
1988,0.46,KUH,3510
1989,0.312970554,KUH,3510
1990,0.329221758,KUH,3510
1991,0.3332,KUH,3510
1992,0.338619206,KUH,3510
1993,0.333466989,KUH,3510
1994,0.299461931,KUH,3510
1995,0.369237209,KUH,3510
1996,0.3428,KUH,3510
1997,0.336,KUH,3510
1998,0,KUH,3510
1986,0.46,KLIC,3559
1987,0.46,KLIC,3559
1988,0.38302224,KLIC,3559
1989,0.324675127,KLIC,3559
1990,0.329434356,KLIC,3559
1991,0.309544892,KLIC,3559
1992,0.249782081,KLIC,3559
1993,0.337172882,KLIC,3559
1994,0.375808311,KLIC,3559
1995,0.347175085,KLIC,3559
1996,0.345908084,KLIC,3559
1997,0.3506,KLIC,3559
1998,0.38,KLIC,3559
1999,0.35,KLIC,3559
2000,0.339311953,KLIC,3559
1986,0.406235599,3KUSTE,9995
1987,0.121124616,3KUSTE,9995
1988,0.306529926,3KUSTE,9995
1989,0.299613765,3KUSTE,9995
1990,0.175103817,3KUSTE,9995
1991,0.070640224,3KUSTE,9995
1986,0.18309931,KYLE,3678
1987,0.213549432,KYLE,3678
1988,0.18748123,KYLE,3678
1989,0.139847397,KYLE,3678
1986,0.45839916,KZ.,3585
1987,0.3925,KZ.,3585
1988,0.332621409,KZ.,3585
1989,0.335606544,KZ.,3585
1990,0.324481462,KZ.,3585
1991,0.324916997,KZ.,3585
1992,0.34,KZ.,3585
1993,0.34870152,KZ.,3585
1994,0.3428,KZ.,3585
1995,0.327925581,KZ.,3585
1986,0.411096343,LCSI,7331
1987,0.394947757,LCSI,7331
1988,0.360249395,LCSI,7331
1989,0.294968491,LCSI,7331
1990,0.252348753,LCSI,7331
1991,0.281845672,LCSI,7331
1992,0.303872046,LCSI,7331
1993,0.301727013,LCSI,7331
1994,0.305737919,LCSI,7331
1995,0.308360348,LCSI,7331
1996,0.339357662,LCSI,7331
1997,0.32051022,LCSI,7331
1998,0.318028058,LCSI,7331
1986,0.438152417,9392B,5812
1987,0.42870281,9392B,5812
1988,0.352608495,9392B,5812
1989,0.436951002,9392B,5812
1990,0.344841713,9392B,5812
1991,0.155490698,9392B,5812
1992,0.170212507,9392B,5812
1993,0.186587321,9392B,5812
1994,0.324195525,9392B,5812
1986,0.46,LRTR,6792
1987,0.4,LRTR,6792
1988,0.335293314,LRTR,6792
1989,0.34,LRTR,6792
1990,0.33631093,LRTR,6792
1991,0.34,LRTR,6792
1992,0.325939735,LRTR,6792
1993,0.34,LRTR,6792
1994,0.3332,LRTR,6792
1995,0.320723661,LRTR,6792
1996,0.38,LRTR,6792
1997,0.35,LRTR,6792
1998,0.3332,LRTR,6792
1999,0.334595359,LRTR,6792
2000,0.35,LRTR,6792
1986,0.436217673,VHI.1,5812
1986,0.483,2747B,1311
1986,0.440953782,LYTS,3640
1987,0.43742024,LYTS,3640
1988,0.378146948,LYTS,3640
1989,0.315519094,LYTS,3640
1990,0.290537048,LYTS,3640
1991,0.4,LYTS,3640
1992,0.34,LYTS,3640
1993,0.271793183,LYTS,3640
1994,0.297192446,LYTS,3640
1995,0.326264606,LYTS,3640
1996,0.331351856,LYTS,3640
1997,0.305107785,LYTS,3640
1998,0.331526811,LYTS,3640
1999,0.323822087,LYTS,3640
2000,0.337073499,LYTS,3640
1986,0.423921576,LXU,2810
1987,0.372500775,LXU,2810
1988,0.31435759,LXU,2810
1989,0.329298565,LXU,2810
1990,0.289571103,LXU,2810
1991,0.269924955,LXU,2810
1992,0.30917628,LXU,2810
1993,0.341434724,LXU,2810
1994,0.325195978,LXU,2810
1995,0.330767616,LXU,2810
1996,0.322960184,LXU,2810
1997,0.35,LXU,2810
1998,0.352056757,LXU,2810
1999,0.23226266,LXU,2810
2000,0.317038625,LXU,2810
1986,0.439597353,LSI.1,3674
1987,0.376594262,LSI.1,3674
1988,0.335261224,LSI.1,3674
1989,0.337148796,LSI.1,3674
1990,0.332564405,LSI.1,3674
1991,0.326883482,LSI.1,3674
1992,0.233391365,LSI.1,3674
1993,0.349437966,LSI.1,3674
1994,0.348396532,LSI.1,3674
1995,0.35,LSI.1,3674
1996,0.35,LSI.1,3674
1997,0.347704887,LSI.1,3674
1998,0.35,LSI.1,3674
1999,0.35,LSI.1,3674
2000,0.35,LSI.1,3674
1986,0.46,3LTVCQ4,3728
1987,0.389719696,3LTVCQ4,3728
1988,0.223255034,3LTVCQ4,3728
1989,0.177845996,3LTVCQ4,3728
1990,0.141525188,3LTVCQ4,3728
1991,0.227328197,3LTVCQ4,3728
1992,0.34,3LTVCQ4,3728
1986,0.216075191,LTVCQ,3312
1987,0.229688876,LTVCQ,3312
1988,0.149460631,LTVCQ,3312
1989,0.185695052,LTVCQ,3312
1990,0.107814588,LTVCQ,3312
1991,0.076837254,LTVCQ,3312
1992,0.081248704,LTVCQ,3312
1993,0.335230401,LTVCQ,3312
1994,0.35,LTVCQ,3312
1995,0.343,LTVCQ,3312
1996,0.34632565,LTVCQ,3312
1997,0.339749967,LTVCQ,3312
1998,0.312470233,LTVCQ,3312
1999,0.234303925,LTVCQ,3312
2000,0.241441406,LTVCQ,3312
1986,0.384464628,XCRA,3825
1987,0.46,XCRA,3825
1988,0.370994981,XCRA,3825
1989,0.205380903,XCRA,3825
1990,0.281934572,XCRA,3825
1991,0.319437945,XCRA,3825
1992,0.209398707,XCRA,3825
1993,0.290651426,XCRA,3825
1994,0.168607595,XCRA,3825
1995,0.33042691,XCRA,3825
1996,0.349032955,XCRA,3825
1997,0.30094001,XCRA,3825
1998,0.094907077,XCRA,3825
1999,0.178783265,XCRA,3825
2000,0.343,XCRA,3825
1986,0.145822272,LB.1,3812
1987,0.185779461,LB.1,3812
1988,0.243096256,LB.1,3812
1989,0.252325398,LB.1,3812
1990,0.27567274,LB.1,3812
1991,0.3378803,LB.1,3812
1992,0.3332,LB.1,3812
1993,0.3196,LB.1,3812
1994,0.324452733,LB.1,3812
1995,0.310336297,LB.1,3812
1996,0.304519523,LB.1,3812
1997,0.32011772,LB.1,3812
1998,0.299178971,LB.1,3812
1999,0.35,LB.1,3812
2000,0.320299847,LB.1,3812
1986,0.163299833,3LTVCQ3,3312
1987,0.201313314,3LTVCQ3,3312
1988,0.154470169,3LTVCQ3,3312
1989,0.176410173,3LTVCQ3,3312
1990,0.078838398,3LTVCQ3,3312
1991,0.105225213,3LTVCQ3,3312
1992,0.080387668,3LTVCQ3,3312
1986,0.438704152,9901B,8351
1987,0.395314165,9901B,8351
1988,0.330139799,9901B,8351
1989,0.329554743,9901B,8351
1990,0.34,9901B,8351
1991,0.3264,9901B,8351
1992,0.330038392,9901B,8351
1993,0.3332,9901B,8351
1994,0.346966049,9901B,8351
1995,0.347244121,9901B,8351
1996,0,9901B,8351
1997,0,9901B,8351
1998,0.291399672,9901B,8351
1999,0.312037132,9901B,8351
2000,0.31031271,9901B,8351
1986,0.370237364,3LPIN,9995
1987,0.46,3LPIN,9995
1988,0.304811656,3LPIN,9995
1989,0.147662285,3LPIN,9995
1990,0.128132223,3LPIN,9995
1991,0.1223189,3LPIN,9995
1992,0.104273664,3LPIN,9995
1986,0.458410223,LQI.,7011
1987,0.392,LQI.,7011
1988,0.336219281,LQI.,7011
1989,0.34,LQI.,7011
1990,0.336430631,LQI.,7011
1991,0.339475958,LQI.,7011
1992,0.338951884,LQI.,7011
1993,0.35,LQI.,7011
1994,0.35,LQI.,7011
1995,0.35,LQI.,7011
1996,0.35,LQI.,7011
1997,0.35,LQI.,7011
1986,0.46,LZB,2510
1987,0.388005328,LZB,2510
1988,0.3332,LZB,2510
1989,0.34,LZB,2510
1990,0.336303324,LZB,2510
1991,0.340510319,LZB,2510
1992,0.34,LZB,2510
1993,0.349466513,LZB,2510
1994,0.343,LZB,2510
1995,0.349482082,LZB,2510
1996,0.35,LZB,2510
1997,0.342352172,LZB,2510
1998,0.35,LZB,2510
1999,0.35,LZB,2510
2000,0.35,LZB,2510
1986,0.427401199,SR,4924
1987,0.46,SR,4924
1988,0.387183978,SR,4924
1989,0.34,SR,4924
1990,0.3332,SR,4924
1991,0.3332,SR,4924
1992,0.329366161,SR,4924
1993,0.34,SR,4924
1994,0.343,SR,4924
1995,0.340271149,SR,4924
1996,0.343,SR,4924
1997,0.3288,SR,4924
1998,0.343,SR,4924
1999,0.309308412,SR,4924
2000,0.317458499,SR,4924
1986,0.446367624,3LCLDQ,3312
1987,0.39452635,3LCLDQ,3312
1988,0.34,3LCLDQ,3312
1989,0.34,3LCLDQ,3312
1990,0.317197537,3LCLDQ,3312
1991,0.320347662,3LCLDQ,3312
1992,0.338619206,3LCLDQ,3312
1993,0.278943032,3LCLDQ,3312
1994,0.280948209,3LCLDQ,3312
1995,0.323248685,3LCLDQ,3312
1996,0.317594894,3LCLDQ,3312
1997,0.334090261,3LCLDQ,3312
1998,0.335973793,3LCLDQ,3312
1999,0.34,3LCLDQ,3312
2000,0.330978648,3LCLDQ,3312
1986,0.459119016,LADF,2511
1987,0.399270744,LADF,2511
1988,0.339421409,LADF,2511
1989,0.337148796,LADF,2511
1990,0.34,LADF,2511
1991,0.34,LADF,2511
1992,0.318751892,LADF,2511
1993,0.318691631,LADF,2511
1994,0.332959248,LADF,2511
1995,0.339249923,LADF,2511
1996,0.309223893,LADF,2511
1997,0.30235477,LADF,2511
1998,0.340346043,LADF,2511
1986,0.4508,LAF,3270
1987,0.4,LAF,3270
1988,0.336155299,LAF,3270
1989,0.34,LAF,3270
1990,0.34,LAF,3270
1991,0.319329032,LAF,3270
1992,0.34,LAF,3270
1993,0.344353522,LAF,3270
1994,0.349057328,LAF,3270
1995,0.35,LAF,3270
1996,0.35,LAF,3270
1997,0.35,LAF,3270
1998,0.35,LAF,3270
1999,0.35,LAF,3270
2000,0.34857826,LAF,3270
1986,0.433549199,LI.3,4100
1987,0.4508,LI.3,4100
1988,0.4,LI.3,4100
1989,0.34,LI.3,4100
1990,0.34,LI.3,4100
1991,0.4,LI.3,4100
1992,0.335945087,LI.3,4100
1993,0.34,LI.3,4100
1994,0.35,LI.3,4100
1995,0.35,LI.3,4100
1996,0.35,LI.3,4100
1997,0.35,LI.3,4100
1998,0.35,LI.3,4100
1999,0.343,LI.3,4100
2000,0.200551504,LI.3,4100
1986,0.454164665,1739B,6552
1987,0.334393555,1739B,6552
1988,0.314041729,1739B,6552
1989,0.12051266,1739B,6552
1990,0.46,1739B,6552
1986,0.385507074,LRCX,3559
1987,0.46,LRCX,3559
1988,0.393484513,LRCX,3559
1989,0.332600419,LRCX,3559
1990,0.3264,LRCX,3559
1991,0.269395538,LRCX,3559
1992,0.339032361,LRCX,3559
1993,0.34,LRCX,3559
1994,0.336,LRCX,3559
1995,0.35,LRCX,3559
1996,0.35,LRCX,3559
1997,0.335552467,LRCX,3559
1998,0.35,LRCX,3559
1999,0.246465657,LRCX,3559
2000,0.343,LRCX,3559
1986,0.313206746,TLAM,3140
1987,0.323464894,TLAM,3140
1988,0.331718874,TLAM,3140
1989,0.261022728,TLAM,3140
1986,0.43740419,CSCX.,6311
1987,0.390964145,CSCX.,6311
1986,0.437076814,LMR.1,2844
1986,0.210755747,LMS,3640
1987,0.329930646,LMS,3640
1988,0.336974287,LMS,3640
1989,0.335848136,LMS,3640
1990,0.314929148,LMS,3640
1991,0.34,LMS,3640
1992,0.201643591,LMS,3640
1993,0.221012708,LMS,3640
1994,0.255698499,LMS,3640
1995,0.329762104,LMS,3640
1996,0.333041527,LMS,3640
1997,0.325104887,LMS,3640
1998,0.369578268,LMS,3640
1999,0.325886343,LMS,3640
2000,0.355739495,LMS,3640
1986,0.4508,LANC,2030
1987,0.4508,LANC,2030
1988,0.4,LANC,2030
1989,0.34,LANC,2030
1990,0.322847632,LANC,2030
1991,0.332119562,LANC,2030
1992,0.34,LANC,2030
1993,0.34,LANC,2030
1994,0.3498,LANC,2030
1995,0.35,LANC,2030
1996,0.35,LANC,2030
1997,0.35,LANC,2030
1998,0.35,LANC,2030
1999,0.339468958,LANC,2030
2000,0.333483794,LANC,2030
1986,0.4508,LNCE,2052
1987,0.384,LNCE,2052
1988,0.34,LNCE,2052
1989,0.324103278,LNCE,2052
1990,0.335706348,LNCE,2052
1991,0.34,LNCE,2052
1992,0.3332,LNCE,2052
1993,0.343,LNCE,2052
1994,0.348219599,LNCE,2052
1995,0.332661155,LNCE,2052
1996,0.342141183,LNCE,2052
1997,0.339504751,LNCE,2052
1998,0.341626869,LNCE,2052
1999,0.349102555,LNCE,2052
2000,0.336369083,LNCE,2052
1986,0.370927137,LANZ,3843
1987,0.415540146,LANZ,3843
1988,0.374284202,LANZ,3843
1989,0.316042997,LANZ,3843
1990,0.109003131,LANZ,3843
1991,0.119300628,LANZ,3843
1992,0.184069675,LANZ,3843
1993,0.233818657,LANZ,3843
1994,0.314593473,LANZ,3843
1995,0.29556916,LANZ,3843
1996,0.321190187,LANZ,3843
1997,0.343731263,LANZ,3843
1998,0.304949566,LANZ,3843
1999,0.3549958,LANZ,3843
2000,0.25,LANZ,3843
1986,0.249534178,3MEMO,3651
1987,0.313990128,3MEMO,3651
1988,0.260517023,3MEMO,3651
1989,0.284874374,3MEMO,3651
1990,0.301123072,3MEMO,3651
1991,0.34,3MEMO,3651
1992,0.261094328,3MEMO,3651
1993,0.257801239,3MEMO,3651
1994,0.210091385,3MEMO,3651
1995,0.13530704,3MEMO,3651
1996,0.156023349,3MEMO,3651
1997,0.152266801,3MEMO,3651
1998,0.183593578,3MEMO,3651
1986,0.4508,LANE,2510
1986,0.434449645,LTTI,3575
1987,0.160389945,LTTI,3575
1988,0.109075667,LTTI,3575
1989,0.096395814,LTTI,3575
1990,0.124245115,LTTI,3575
1995,0.176264151,LTTI,3575
1996,0.188937528,LTTI,3575
1997,0.333633372,LTTI,3575
1986,0.151410022,PCGR,2844
1987,0.14000933,PCGR,2844
1988,0.154706113,PCGR,2844
1989,0.12961751,PCGR,2844
1990,0.1852317,PCGR,2844
1991,0.206317358,PCGR,2844
1992,0.181883405,PCGR,2844
1993,0.108298951,PCGR,2844
1994,0.123048736,PCGR,2844
1995,0.110965215,PCGR,2844
1996,0.177696334,PCGR,2844
1997,0.207017348,PCGR,2844
1998,0.258696225,PCGR,2844
1999,0.155089643,PCGR,2844
2000,0.157281963,PCGR,2844
1986,0.420122512,LCOR.,3460
1987,0.385218636,LCOR.,3460
1988,0.345986393,LCOR.,3460
1986,0.424105198,LASR.,3827
1987,0.381976989,LASR.,3827
1988,0.332333933,LASR.,3827
1989,0.283662218,LASR.,3827
1990,0.345920679,LASR.,3827
1991,0.330724264,LASR.,3827
1992,0.2992,LASR.,3827
1993,0.334950826,LASR.,3827
1986,0.139808724,5102B,3577
1986,0.163616458,PHMD.1,3845
1987,0.092759393,PHMD.1,3845
1988,0.193432609,PHMD.1,3845
1989,0.151377059,PHMD.1,3845
1990,0.110381182,PHMD.1,3845
1991,0.107543138,PHMD.1,3845
1992,0.166933671,PHMD.1,3845
1993,0,PHMD.1,3845
1994,0,PHMD.1,3845
1995,0.147897774,PHMD.1,3845
1996,0.109026978,PHMD.1,3845
1997,0.158448731,PHMD.1,3845
1998,0.087356596,PHMD.1,3845
1999,0.095481185,PHMD.1,3845
2000,0.138552889,PHMD.1,3845
1986,0.14514028,LMTI,2750
1987,0.13141359,LMTI,2750
1988,0.233298367,LMTI,2750
1989,0.224061951,LMTI,2750
1990,0.259185032,LMTI,2750
1991,0.257853109,LMTI,2750
1992,0.290002295,LMTI,2750
1993,0.216677866,LMTI,2750
1994,0.245984832,LMTI,2750
1995,0.225365889,LMTI,2750
1996,0.258243247,LMTI,2750
1997,0.34,LMTI,2750
1998,0.267892144,LMTI,2750
1999,0.236910662,LMTI,2750
2000,0.268946123,LMTI,2750
1986,0.164815098,LSRME,3690
1987,0.106894608,LSRME,3690
1988,0.158511764,LSRME,3690
1989,0.122071054,LSRME,3690
1986,0.059380559,AXSI,3663
1987,0.032999586,AXSI,3663
1988,0.05303958,AXSI,3663
1989,0.066636328,AXSI,3663
1990,0.06781456,AXSI,3663
1991,0.049983513,AXSI,3663
1992,0.054501882,AXSI,3663
1993,0.048851419,AXSI,3663
1994,0.031070605,AXSI,3663
1995,0.037879171,AXSI,3663
1996,0.058759664,AXSI,3663
1997,0.053929062,AXSI,3663
1998,0.065834142,AXSI,3663
1999,0.057495149,AXSI,3663
2000,0.08817686,AXSI,3663
1986,0.42102424,3LTHM,2732
1987,0.384285951,3LTHM,2732
1988,0.354228286,3LTHM,2732
1989,0.248834721,3LTHM,2732
1990,0.266149046,3LTHM,2732
1986,0.391743749,LAUR.1,7812
1987,0.431626704,LAUR.1,7812
1986,0.405851509,LQ.,6311
1987,0.326407061,LQ.,6311
1988,0.337558084,LQ.,6311
1989,0.308045231,LQ.,6311
1990,0.266742058,LQ.,6311
1991,0.251043955,LQ.,6311
1992,0.262075446,LQ.,6311
1993,0.300637332,LQ.,6311
1994,0.318443602,LQ.,6311
1986,0.455509694,LAWS,5072
1987,0.4,LAWS,5072
1988,0.335690479,LAWS,5072
1989,0.34,LAWS,5072
1990,0.34,LAWS,5072
1991,0.3264,LAWS,5072
1992,0.3332,LAWS,5072
1993,0.340435773,LAWS,5072
1994,0.343,LAWS,5072
1995,0.340195921,LAWS,5072
1996,0.347245283,LAWS,5072
1997,0.333591084,LAWS,5072
1998,0.348426869,LAWS,5072
1999,0.342225281,LAWS,5072
2000,0.343781006,LAWS,5072
1986,0.4416,LAW,2821
1987,0.384,LAW,2821
1988,0.338842818,LAW,2821
1989,0.3332,LAW,2821
1990,0.34,LAW,2821
1991,0.3332,LAW,2821
1992,0.339539735,LAW,2821
1993,0.34,LAW,2821
1994,0.336,LAW,2821
1995,0.3504,LAW,2821
1996,0.3498,LAW,2821
1997,0.35,LAW,2821
1998,0.345937122,LAW,2821
1986,0.225111134,LKII,5094
1987,0.31344255,LKII,5094
1988,0.324948082,LKII,5094
1989,0.335630363,LKII,5094
1990,0.332655174,LKII,5094
1991,0.282250216,LKII,5094
1992,0.278973874,LKII,5094
1993,0.304315082,LKII,5094
1994,0.298772172,LKII,5094
1995,0.343738415,LKII,5094
1996,0.338457873,LKII,5094
1997,0.277968279,LKII,5094
1998,0.313308998,LKII,5094
1999,0.299144385,LKII,5094
2000,0.302760769,LKII,5094
1986,0.46,LEDRE,6500
1986,0.128975685,LDVL,6795
1987,0.125679978,LDVL,6795
1988,0.104548502,LDVL,6795
1989,0.10267803,LDVL,6795
1990,0.130550965,LDVL,6795
1991,0.10895341,LDVL,6795
1992,0.10274398,LDVL,6795
1993,0.113608453,LDVL,6795
1994,0.125882052,LDVL,6795
1995,0.096308644,LDVL,6795
1996,0.126454389,LDVL,6795
1997,0.110800006,LDVL,6795
1998,0.150716337,LDVL,6795
1999,0.097905398,LDVL,6795
2000,0.161974524,LDVL,6795
1986,0.374790373,LPT.1,4922
1987,0.276642443,LPT.1,4922
1986,0.46,5023C,3812
1986,0.397476704,CGAS,5172
1987,0.335180531,CGAS,5172
1988,0.30651005,CGAS,5172
1989,0.299904654,CGAS,5172
1990,0.306177744,CGAS,5172
1991,0.322988886,CGAS,5172
1992,0.308783834,CGAS,5172
1993,0.303685965,CGAS,5172
1994,0.291509734,CGAS,5172
1995,0.287546434,CGAS,5172
1986,0.110140195,3LGAX,8200
1987,0.071091287,3LGAX,8200
1988,0.048406595,3LGAX,8200
1989,0.086595565,3LGAX,8200
1990,0.065721555,3LGAX,8200
1986,0.431180407,LRIO,2890
1987,0.3845,LRIO,2890
1988,0.336172259,LRIO,2890
1989,0.335439754,LRIO,2890
1990,0.323056775,LRIO,2890
1991,0.332296323,LRIO,2890
1992,0.341,LRIO,2890
1993,0.3706,LRIO,2890
1994,0.36932559,LRIO,2890
1995,0.341944938,LRIO,2890
1996,0.346569579,LRIO,2890
1997,0.329,LRIO,2890
1986,0.454923207,LSWY,4213
1987,0.384029232,LSWY,4213
1988,0,LSWY,4213
1989,0,LSWY,4213
1990,0.265691236,LSWY,4213
1991,0.339475958,LSWY,4213
